"Name","Category","Phone","City","State","License Number","Why Kept"
"BUDS AUTO SALES","Wholesale Motor Vehicle Dealer","","GREELEY","CO","6112","State-licensed wholesale dealer - Sep 13 push"
"Bulldog Motors LLC","Wholesale Motor Vehicle Dealer","","Monument","CO","41325","State-licensed wholesale dealer - Sep 13 push"
"Bullett Motors","Wholesale Motor Vehicle Dealer","4802823649","Apache Junction","AZ","L00016168","State-licensed wholesale dealer - Sep 13 push"
"BURKE'S BUGGYS","Wholesale Motor Vehicle Dealer","(405) 417-0175","AFTON","OK","10249","State-licensed wholesale dealer - Sep 13 push"
"Burrillville Motor Sales Inc.","Motor Vehicle Dealer (general)","","Pascoag","RI","4","State-licensed dealer - Sep 13 push"
"Buyers Market and Wholesale Inc","Motor Vehicle Dealer (wholesale name match)","208-529-2277","Idaho Falls","ID","1364-0","State-licensed dealer - Sep 13 push"
"C & J WHOLESALE LLC","Wholesale Motor Vehicle Dealer","623-312-9580","PEORIA","AZ","L10001863","State-licensed wholesale dealer - Sep 13 push"
"C & M Wholesale LLC","Wholesale Motor Vehicle Dealer","6029307858","Phoenix","AZ","L00014852","State-licensed wholesale dealer - Sep 13 push"
"C & S Specialty, Inc","Motor Vehicle Dealer (general)","","North Smithfield","RI","240","State-licensed dealer - Sep 13 push"
"C & T Auto Wholesale LLC","Wholesale Motor Vehicle Dealer","6026955980","Phoenix","AZ","L00010530","State-licensed wholesale dealer - Sep 13 push"
"C- BECK AUTO LLC","Wholesale Motor Vehicle Dealer","","Elizabeth","CO","41798","State-licensed wholesale dealer - Sep 13 push"
"CAB WEST LLC","Wholesale Motor Vehicle Dealer","","COLORADO SPRINGS","CO","37238","State-licensed wholesale dealer - Sep 13 push"
"Calbert Auto Sales LLC","Wholesale Motor Vehicle Dealer","6026907310","Chandler","AZ","L10000275","State-licensed wholesale dealer - Sep 13 push"
"Calco Auto Sales","Motor Vehicle Dealer (general)","","Johnston","RI","556","State-licensed dealer - Sep 13 push"
"Caliber Auto Boat Sales","Wholesale Motor Vehicle Dealer","6022919893","Fountain Hills","AZ","L00005734","State-licensed wholesale dealer - Sep 13 push"
"Caliber Motor Company","Wholesale Motor Vehicle Dealer","602-684-6712","Scottsdale","AZ","L00006128","State-licensed wholesale dealer - Sep 13 push"
"California Trucks & Suvs Outlet LLC","Wholesale Motor Vehicle Dealer","4802701434","Scottsdale","AZ","L00012197","State-licensed wholesale dealer - Sep 13 push"
"Cambio?s Auto Sales","Motor Vehicle Dealer (general)","","Providence","RI","684","State-licensed dealer - Sep 13 push"
"Camelback Car Company","Wholesale Motor Vehicle Dealer","6024181736","Paradise Valley","AZ","L00005178","State-licensed wholesale dealer - Sep 13 push"
"Canyon Car Sales LLC","Wholesale Motor Vehicle Dealer","6232010114","Peoria","AZ","L10002559","State-licensed wholesale dealer - Sep 13 push"
"CANYON STATE FUNDING LLC","Wholesale Motor Vehicle Dealer","516-502-5030","GLENDALE","AZ","L10002863","State-licensed wholesale dealer - Sep 13 push"
"Capital Auto Sales, Inc.","Motor Vehicle Dealer (general)","","Johnston","RI","111","State-licensed dealer - Sep 13 push"
"CAPITAL AUTOS","Wholesale Motor Vehicle Dealer","520-990-0393","TUCSON","AZ","L10002839","State-licensed wholesale dealer - Sep 13 push"
"Capital Car Center, Inc.","Motor Vehicle Dealer (general)","","Providence","RI","458","State-licensed dealer - Sep 13 push"
"Capital City Auto Sales Main","Motor Vehicle Dealer (general)","","Providence","RI","87","State-licensed dealer - Sep 13 push"
"CAPITAL ONE FUNDING LLC","Wholesale Motor Vehicle Dealer","602-910-8287","PHOENIX","AZ","L10001467","State-licensed wholesale dealer - Sep 13 push"
"Capozzi?s Auto Sales & Salvage, Inc.","Motor Vehicle Dealer (general)","","Coventry","RI","439","State-licensed dealer - Sep 13 push"
"Car Connections Auto Sales","Motor Vehicle Dealer (general)","","Newport","RI","644","State-licensed dealer - Sep 13 push"
"Car Lanes LLC","Wholesale Motor Vehicle Dealer","5204095211","Tucson","AZ","L10000734","State-licensed wholesale dealer - Sep 13 push"
"CAR MASTERS, LLC","Wholesale Motor Vehicle Dealer","(918) 712-9571","TULSA","OK","10722","State-licensed wholesale dealer - Sep 13 push"
"Car Now LLC","Wholesale Motor Vehicle Dealer","734-680-9904","Phoenix","AZ","L10001521","State-licensed wholesale dealer - Sep 13 push"
"CAR SOURCE, INC","Wholesale Motor Vehicle Dealer","(405) 642-6420","OKLAHOMA CITY","OK","10373","State-licensed wholesale dealer - Sep 13 push"
"CAR USA REMARKETING","Wholesale Motor Vehicle Dealer","(405)348-5880","EDMOND","OK","10155","State-licensed wholesale dealer - Sep 13 push"
"Caravan Auto","Motor Vehicle Dealer (general)","","Cranston","RI","625","State-licensed dealer - Sep 13 push"
"Carbon Valley Motors","Wholesale Motor Vehicle Dealer","","Frederick","CO","44774","State-licensed wholesale dealer - Sep 13 push"
"CARBRIDGE CORPORATION","Wholesale Motor Vehicle Dealer","(305)323-1800","MIAMI","FL","1140488-1","State-licensed wholesale dealer - Sep 13 push"
"Cardinal Custom Cars, LLC","Wholesale Motor Vehicle Dealer","602-790-3296","Phoenix","AZ","L10003277","State-licensed wholesale dealer - Sep 13 push"
"CARDOSO AUTO","Wholesale Motor Vehicle Dealer","6027140084","Phoenix","AZ","L10001567","State-licensed wholesale dealer - Sep 13 push"
"Carfinity Auto","Wholesale Motor Vehicle Dealer","","Aurora","CO","47545","State-licensed wholesale dealer - Sep 13 push"
"Carfinity LLC","Wholesale Motor Vehicle Dealer","6024103459","avondale","AZ","L10002921","State-licensed wholesale dealer - Sep 13 push"
"CARGROUP HOLDINGS LLC","Wholesale Motor Vehicle Dealer","(727)232-9898","BAYONET","FL","1098717-6","State-licensed wholesale dealer - Sep 13 push"
"Carlos? Auto Sales and Service","Motor Vehicle Dealer (general)","","Pawtucket","RI","316","State-licensed dealer - Sep 13 push"
"Carlux LLC","Wholesale Motor Vehicle Dealer","5205650776","Tucson","AZ","L10003612","State-licensed wholesale dealer - Sep 13 push"
"CarMax","Motor Vehicle Dealer (general)","","Cranston","RI","169","State-licensed dealer - Sep 13 push"
"CarMax Auctions","Wholesale Dealer License","(804) 747-0422","MIDLOTHIAN","TX","P172502W","State-licensed wholesale dealer - Sep 13 push"
"CARMAX AUTO SUPERSTORES, INC.","Wholesale Motor Vehicle Dealer","(786)437-3372","MIAMI","FL","1149453-1","State-licensed wholesale dealer - Sep 13 push"
"Carmo Wholesale Dealer","Wholesale Motor Vehicle Dealer","6023869307","Phoenix","AZ","L00012418","State-licensed wholesale dealer - Sep 13 push"
"CARNECT AZ LLC","Wholesale Motor Vehicle Dealer","915-216-8180","SURPRISE","AZ","L10001657","State-licensed wholesale dealer - Sep 13 push"
"Carr?s Garage, Inc.","Motor Vehicle Dealer (general)","","Cumberland","RI","588","State-licensed dealer - Sep 13 push"
"Cars for Charity, Inc.","Wholesale Motor Vehicle Dealer","","Golden","CO","3429","State-licensed wholesale dealer - Sep 13 push"
"Cars For Rackz","Wholesale Motor Vehicle Dealer","6026160846","Phoenix","AZ","L10003590","State-licensed wholesale dealer - Sep 13 push"
"Cars Helping Charities, Inc.","Wholesale Motor Vehicle Dealer","","Castle Rock","CO","47045","State-licensed wholesale dealer - Sep 13 push"
"Cars Nation LLC","Wholesale Motor Vehicle Dealer","4808091587","Laveen","AZ","L10001985","State-licensed wholesale dealer - Sep 13 push"
"Cars Primo","Motor Vehicle Dealer (general)","","East Providence","RI","578","State-licensed dealer - Sep 13 push"
"Cars Unlimited","Motor Vehicle Dealer (general)","","Cumberland","RI","512","State-licensed dealer - Sep 13 push"
"CARS USA LOGISTIC LLC","Wholesale Motor Vehicle Dealer","(407)668-3916","WINTER PARK","FL","1152870-1","State-licensed wholesale dealer - Sep 13 push"
"CARS WHOLESALE","Motor Vehicle Dealer (wholesale name match)","","JOHNSON CITY","TN","21115","State-licensed dealer - Sep 13 push"
"CARSMART INC.","Wholesale Motor Vehicle Dealer","","Highlands Ranch","CO","39269","State-licensed wholesale dealer - Sep 13 push"
"Cartex Auto Sales, LLC","Motor Vehicle Dealer (general)","","Pawtucket","RI","643","State-licensed dealer - Sep 13 push"
"Casale Auto Sales and Auto Body, Inc.","Motor Vehicle Dealer (general)","","Johnston","RI","90","State-licensed dealer - Sep 13 push"
"Cash Time Title Loans Inc","Wholesale Motor Vehicle Dealer","4809944559","Phoenix","AZ","L00005324","State-licensed wholesale dealer - Sep 13 push"
"Caspi Pro LLC","Wholesale Motor Vehicle Dealer","4805149642","Scottsdale","AZ","L10003090","State-licensed wholesale dealer - Sep 13 push"
"CAVALLINO ROSSO LLC","Wholesale Motor Vehicle Dealer","(561)696-3582","BOCA RATON","FL","1148289-1","State-licensed wholesale dealer - Sep 13 push"
"CB AUTOTECH INC","Wholesale Motor Vehicle Dealer","(904)588-6749","JACKSONVILLE","FL","1140907-1","State-licensed wholesale dealer - Sep 13 push"
"CB Motor Company","Wholesale Motor Vehicle Dealer","4804957691","Queen Creek","AZ","L10001351","State-licensed wholesale dealer - Sep 13 push"
"CEIMF LLC","Wholesale Motor Vehicle Dealer","(347)841-2654","MIAMI GARDENS","FL","1149207-1","State-licensed wholesale dealer - Sep 13 push"
"CENTENNIAL LEASING INC","Wholesale Motor Vehicle Dealer","","Englewood","CO","1100","State-licensed wholesale dealer - Sep 13 push"
"CENTERONE FINANCIAL SERVICES LLC","Wholesale Motor Vehicle Dealer","(954)420-4604","DEERFIELD BEACH","FL","1003361-1","State-licensed wholesale dealer - Sep 13 push"
"CENTEX WHOLESALE AUTOS, LLC","Wholesale Dealer License","(254) 717-8859","WACO","TX","P167921W","State-licensed wholesale dealer - Sep 13 push"
"CENTRAL AUTO DEPOT LLC","Wholesale Motor Vehicle Dealer","602-410-6482","PHOENIX","AZ","L10002273","State-licensed wholesale dealer - Sep 13 push"
"Cerroni?s Auto Sales","Motor Vehicle Dealer (general)","","Smithfield","RI","517","State-licensed dealer - Sep 13 push"
"Certified Auto Sales & Service","Motor Vehicle Dealer (general)","","North Providence","RI","470","State-licensed dealer - Sep 13 push"
"Cesame Motor Sports LLC","Wholesale Motor Vehicle Dealer","4806969255","Laveen","AZ","L10002311","State-licensed wholesale dealer - Sep 13 push"
"CHABOT INDUSTRIES LLC","Wholesale Dealer License","(361) 443-0570","NEW BRAUNFELS","TX","P161031W","State-licensed wholesale dealer - Sep 13 push"
"CHALLENGE MOTORS INC","Wholesale Dealer License","(617) 797-3071","Sugar Land","TX","P152193W","State-licensed wholesale dealer - Sep 13 push"
"CHAMPION AUTO SALES, LLC.","Wholesale Motor Vehicle Dealer","","Littleton","CO","45425","State-licensed wholesale dealer - Sep 13 push"
"Champion Collision & Sales, Inc.","Motor Vehicle Dealer (general)","","Pawtucket","RI","717","State-licensed dealer - Sep 13 push"
"Chandler Auto Wholesalers LLC","Wholesale Motor Vehicle Dealer","4807978093","Chandler","AZ","L10001910","State-licensed wholesale dealer - Sep 13 push"
"CHAVEZ CHASSIS","Wholesale Motor Vehicle Dealer","(405) 241-9693","CHOCTAW","OK","10520","State-licensed wholesale dealer - Sep 13 push"
"Chestnut Hill Truck and Auto Sales, LLC","Motor Vehicle Dealer (general)","","Cranston","RI","86","State-licensed dealer - Sep 13 push"
"Chicago Import Auto Sales","Wholesale Motor Vehicle Dealer","6024020127","Phoenix","AZ","L00010457","State-licensed wholesale dealer - Sep 13 push"
"Chicali Auto Enterprise LLC","Wholesale Motor Vehicle Dealer","9282871910","Tolleson","AZ","L00015657","State-licensed wholesale dealer - Sep 13 push"
"Chiqui Auto Sales & Muffler","Motor Vehicle Dealer (general)","","Central Falls","RI","310","State-licensed dealer - Sep 13 push"
"Christopher Motors, Inc.","Motor Vehicle Dealer (general)","","Warwick","RI","768","State-licensed dealer - Sep 13 push"
"Christy?s Auto Sales Inc.","Motor Vehicle Dealer (general)","","Johnston","RI","250","State-licensed dealer - Sep 13 push"
"City Limit Auto Sales","Motor Vehicle Dealer (general)","","Johnston","RI","617","State-licensed dealer - Sep 13 push"
"CITY MOTORS LLC","Wholesale Motor Vehicle Dealer","","Aurora","CO","45351","State-licensed wholesale dealer - Sep 13 push"
"CK2 Automotive, LLC.","Wholesale Motor Vehicle Dealer","","Brighton","CO","46565","State-licensed wholesale dealer - Sep 13 push"
"CLAES SERVICES","Wholesale Motor Vehicle Dealer","","Colorado Springs","CO","46106","State-licensed wholesale dealer - Sep 13 push"
"CLARK CONSTRUCTION & CONSULTING INC.","Wholesale Motor Vehicle Dealer","","BOULDER","CO","39175","State-licensed wholesale dealer - Sep 13 push"
"Clarke Sons Auto LLC","Wholesale Motor Vehicle Dealer","3237757907","phoenix","AZ","L10001111","State-licensed wholesale dealer - Sep 13 push"
"Class Act Motors, Inc.","Motor Vehicle Dealer (general)","","Providence","RI","279","State-licensed dealer - Sep 13 push"
"CLASSIC REMARKETING, LLC","Wholesale Motor Vehicle Dealer","6159270514","SCOTTSDALE","AZ","L10001589","State-licensed wholesale dealer - Sep 13 push"
"CMA FINANCIAL LLC","Wholesale Motor Vehicle Dealer","623-418-9159","Phoenix","AZ","L10002973","State-licensed wholesale dealer - Sep 13 push"
"CNT LOGISTIC LLC","Wholesale Motor Vehicle Dealer","(407)574-1553","ORLANDO","FL","1152420-1","State-licensed wholesale dealer - Sep 13 push"
"COACH RESOURCE LLC","Wholesale Motor Vehicle Dealer","","Lakewood","CO","44873","State-licensed wholesale dealer - Sep 13 push"
"COAST TO COAST AUTO SALES LLC","Wholesale Motor Vehicle Dealer","602-592-5712","MESA","AZ","L10002205","State-licensed wholesale dealer - Sep 13 push"
"Coastal Auto Sales","Motor Vehicle Dealer (general)","","Pawtucket","RI","243","State-licensed dealer - Sep 13 push"
"Cobra Motor Sports LLC","Wholesale Motor Vehicle Dealer","6025072516","Glendale","AZ","L10003448","State-licensed wholesale dealer - Sep 13 push"
"Colby Family Auto Investments, LLC","Wholesale Motor Vehicle Dealer","6239153520","Scottsdale","AZ","L10002035","State-licensed wholesale dealer - Sep 13 push"
"Coletta's Auto Sales","Motor Vehicle Dealer (general)","","Providence","RI","361","State-licensed dealer - Sep 13 push"
"Collector's Dream LLC","Wholesale Motor Vehicle Dealer","4803750772","Mesa","AZ","L00016727","State-licensed wholesale dealer - Sep 13 push"
"COLLISION CENTER OF NORTH MIAMI, LLC","Wholesale Motor Vehicle Dealer","(305)990-2610","MIAMI","FL","1141052-1","State-licensed wholesale dealer - Sep 13 push"
"Collision Redemption LLC","Wholesale Dealer License","(281) 824-4568","ALVIN","TX","P169005W","State-licensed wholesale dealer - Sep 13 push"
"Colorado Auto Traders LLC","Wholesale Motor Vehicle Dealer","","Colorado Springs","CO","39161","State-licensed wholesale dealer - Sep 13 push"
"Colorado Car Buyer, LLC.","Wholesale Motor Vehicle Dealer","","Fort Collins","CO","44095","State-licensed wholesale dealer - Sep 13 push"
"Colorado Fleet Lease LLC","Wholesale Motor Vehicle Dealer","","Colorado Springs","CO","42792","State-licensed wholesale dealer - Sep 13 push"
"COLORADO MOTORS","Wholesale Motor Vehicle Dealer","","GOLDEN","CO","7772","State-licensed wholesale dealer - Sep 13 push"
"Colorado Springs Auto Wholesale, LLC.","Wholesale Motor Vehicle Dealer","","Colorado Springs","CO","47250","State-licensed wholesale dealer - Sep 13 push"
"Commercial Motors, LLC","Motor Vehicle Dealer (general)","","North Providence","RI","507","State-licensed dealer - Sep 13 push"
"Competition Speedworks LLC","Wholesale Dealer License","(512) 957-0977","DRIPPING SPRINGS","TX","P161718W","State-licensed wholesale dealer - Sep 13 push"
"Competitive Motorsports LLC","Wholesale Motor Vehicle Dealer","602 684 2870","Phoenix","AZ","L00008169","State-licensed wholesale dealer - Sep 13 push"
"CONSUMER DIRECT AUTO LLC","Wholesale Motor Vehicle Dealer","(727)423-1913","CLEARWATER","FL","1138303-1","State-licensed wholesale dealer - Sep 13 push"
"CONSUMER FINANCE","Wholesale Motor Vehicle Dealer","602-334-3727","PHOENIX","AZ","L10000561","State-licensed wholesale dealer - Sep 13 push"
"Continental Funding","Wholesale Motor Vehicle Dealer","9175020059","Phoenix","AZ","L00012338","State-licensed wholesale dealer - Sep 13 push"
"CONTINENTAL MOTOR COMPANY INC","Motor Vehicle Dealer (general)","","Anchorage","AK","33","State-licensed dealer - Sep 13 push"
"Continental Trades, LLC","Wholesale Motor Vehicle Dealer","8016080566","Gilbert","AZ","L00013522","State-licensed wholesale dealer - Sep 13 push"
"Contreras Auto Sales LLC","Wholesale Motor Vehicle Dealer","6022977127","Laveen","AZ","L00016694","State-licensed wholesale dealer - Sep 13 push"
"Convertibles4sale LLC","Wholesale Motor Vehicle Dealer","4806305964","Glendale","AZ","L10003087","State-licensed wholesale dealer - Sep 13 push"
"Copart","Wholesale Motor Vehicle Auction License","(737) 201-0441","NEW BRAUNFELS","TX","P148A","State-licensed wholesale dealer - Sep 13 push"
"Copart AUCTION ONLY","Motor Vehicle Dealer (general)","","Exeter","RI","36","State-licensed dealer - Sep 13 push"
"Copper Canyon Auto LLC","Wholesale Motor Vehicle Dealer","602-748-0302","Glendale","AZ","L10003618","State-licensed wholesale dealer - Sep 13 push"
"Copper State Auto Wholesale LLC","Wholesale Motor Vehicle Dealer","6023494759","Tempe","AZ","L10003104","State-licensed wholesale dealer - Sep 13 push"
"Copperstate Truck Sales LLC","Wholesale Motor Vehicle Dealer","602-476-9670","Phoenix","AZ","L10000515","State-licensed wholesale dealer - Sep 13 push"
"Coqui Az LLC","Wholesale Motor Vehicle Dealer","6025852224","Laveen","AZ","L00016072","State-licensed wholesale dealer - Sep 13 push"
"Corsali Motorsports LLC","Wholesale Motor Vehicle Dealer","602-900-3366","Phoenix","AZ","L10003538","State-licensed wholesale dealer - Sep 13 push"
"CORWIN AUTO EXCHANGE LLC","Wholesale Motor Vehicle Dealer","5204767673","PHOENIX","AZ","L10003056","State-licensed wholesale dealer - Sep 13 push"
"COURTNEY LIMITED AUTO SALES","Wholesale Motor Vehicle Dealer","(405)324-2215","YUKON","OK","10154","State-licensed wholesale dealer - Sep 13 push"
"Cousin?s Auto Sales","Motor Vehicle Dealer (general)","","Woonsocket","RI","596","State-licensed dealer - Sep 13 push"
"CRAIG BROWN INC","Wholesale Motor Vehicle Dealer","(352)435-7145","LEESBURG","FL","1151119-1","State-licensed wholesale dealer - Sep 13 push"
"Craig Ellis Company","Wholesale Motor Vehicle Dealer","6024301023","Gilbert","AZ","L00006037","State-licensed wholesale dealer - Sep 13 push"
"Cramer","Wholesale Motor Vehicle Dealer","6239103485","Sun City West","AZ","L00008657","State-licensed wholesale dealer - Sep 13 push"
"Cranston Auto Sales","Motor Vehicle Dealer (general)","","Cranston","RI","370","State-licensed dealer - Sep 13 push"
"CRAWFORD'S AUTO SALES","Wholesale Motor Vehicle Dealer","(918) 227-9952","SAPULPA","OK","10686","State-licensed wholesale dealer - Sep 13 push"
"Creative Wholesalers, L.L.C.","Wholesale Motor Vehicle Dealer","","Aurora","CO","47524","State-licensed wholesale dealer - Sep 13 push"
"CROSSLINE GROUP INC","Wholesale Motor Vehicle Dealer","","DENVER","CO","39646","State-licensed wholesale dealer - Sep 13 push"
"CRYSTAL MOTORS LLC","Wholesale Motor Vehicle Dealer","6028321941","PEORIA","AZ","L10002473","State-licensed wholesale dealer - Sep 13 push"
"CS&L","Wholesale Dealer License","(903) 209-8481","WHITESBORO","TX","P162015W","State-licensed wholesale dealer - Sep 13 push"
"CU Financial USA","Wholesale Motor Vehicle Dealer","","Centennial","CO","45904","State-licensed wholesale dealer - Sep 13 push"
"Cuda Auto Sales LLC","Wholesale Motor Vehicle Dealer","6023164451","Glendale","AZ","L00007080","State-licensed wholesale dealer - Sep 13 push"
"Cuda Inc","Wholesale Motor Vehicle Dealer","6023771215","Scottsdale","AZ","L00005467","State-licensed wholesale dealer - Sep 13 push"
"Cuellar Cars LLC","Wholesale Motor Vehicle Dealer","","Commerce City","CO","47578","State-licensed wholesale dealer - Sep 13 push"
"Cumberland Hill Auto Sales & Service, Inc.","Motor Vehicle Dealer (general)","","Cumberland","RI","715","State-licensed dealer - Sep 13 push"
"Curtis Auto Sales","Motor Vehicle Dealer (general)","","Providence","RI","637","State-licensed dealer - Sep 13 push"
"Custom Motors","Motor Vehicle Dealer (general)","","East Providence","RI","213","State-licensed dealer - Sep 13 push"
"Cute Cars Wholesale LLC","Wholesale Motor Vehicle Dealer","4806127908","Chandler","AZ","L00011658","State-licensed wholesale dealer - Sep 13 push"
"Cv Auto Sales","Wholesale Motor Vehicle Dealer","9282823118","Camp Verde","AZ","L00016672","State-licensed wholesale dealer - Sep 13 push"
"CW VEHICLES","Wholesale Dealer License","(817) 713-7561","SHERMAN","TX","P168109W","State-licensed wholesale dealer - Sep 13 push"
"Cycle Match LLC","Wholesale Motor Vehicle Dealer","4806942992","Scottsdale","AZ","L00008784","State-licensed wholesale dealer - Sep 13 push"
"Cycle Performance And Sales, LLC","Motor Vehicle Dealer (general)","","Woonsocket","RI","292","State-licensed dealer - Sep 13 push"
"CYNTHIAS AUTO SALES","Wholesale Motor Vehicle Dealer","","AURORA","CO","39918","State-licensed wholesale dealer - Sep 13 push"
"Cytek-Hillsborough Ltd","Wholesale Motor Vehicle Dealer","480-596-1611","Scottsdale","AZ","L00006734","State-licensed wholesale dealer - Sep 13 push"
"D & D Auto Sales, LLC.","Wholesale Motor Vehicle Dealer","","Pueblo","CO","46126","State-licensed wholesale dealer - Sep 13 push"
"D & J Auto Sales, LLC","Motor Vehicle Dealer (general)","","West Warwick","RI","39","State-licensed dealer - Sep 13 push"
"D & S PERFORMANCE AUTOS, INC","Wholesale Motor Vehicle Dealer","(918) 294-1818","BROKEN ARROW","OK","10736","State-licensed wholesale dealer - Sep 13 push"
"D F ENTERPRISES","Wholesale Motor Vehicle Dealer","","Broomfield","CO","6484","State-licensed wholesale dealer - Sep 13 push"
"D W AUTO WHOLESALE LLC","Wholesale Motor Vehicle Dealer","480-599-9888","FOUNTAIN HILLS","AZ","L10001860","State-licensed wholesale dealer - Sep 13 push"
"D&D AUTO WHOLESALE LLC","Wholesale Motor Vehicle Dealer","6025413534","Phoenix","AZ","L10001967","State-licensed wholesale dealer - Sep 13 push"
"D&G Auto Wholesale LLC","Wholesale Motor Vehicle Dealer","4792141028","Buckeye","AZ","L10002217","State-licensed wholesale dealer - Sep 13 push"
"D&J Melendez Auto Sales LLC","Wholesale Motor Vehicle Dealer","3472990523","Phoenix","AZ","L10002413","State-licensed wholesale dealer - Sep 13 push"
"D&M Motor Sales, Inc.","Motor Vehicle Dealer (general)","","Cranston","RI","535","State-licensed dealer - Sep 13 push"
"D&M TRUCK SALES","Wholesale Dealer License","(903) 654-0319","KEMP","TX","P143620W","State-licensed wholesale dealer - Sep 13 push"
"D&Y Autos Wholesale","Wholesale Motor Vehicle Dealer","6029800076","Tolleson","AZ","L00016162","State-licensed wholesale dealer - Sep 13 push"
"D.G. AUTO REPAIR LLC","Wholesale Motor Vehicle Dealer","602-813-6727","PHOENIX","AZ","L10003334","State-licensed wholesale dealer - Sep 13 push"
"D?Agostino Motors LTD","Motor Vehicle Dealer (general)","","Smithfield","RI","383","State-licensed dealer - Sep 13 push"
"D?Agostino's Auto Sales and Salvage, Inc.","Motor Vehicle Dealer (general)","","North Providence","RI","612","State-licensed dealer - Sep 13 push"
"D?Ambra Auto Sales, Inc.","Motor Vehicle Dealer (general)","","Providence","RI","682","State-licensed dealer - Sep 13 push"
"Daat LLC","Wholesale Motor Vehicle Dealer","5203697379","Buckeye","AZ","L10003437","State-licensed wholesale dealer - Sep 13 push"
"DALET ENTERPRISES","Wholesale Motor Vehicle Dealer","","MANITOU SPRINGS","CO","36903","State-licensed wholesale dealer - Sep 13 push"
"Daltons Autos, Inc.","Wholesale Motor Vehicle Dealer","","Timnath","CO","37586","State-licensed wholesale dealer - Sep 13 push"
"Daniel King","Wholesale Motor Vehicle Dealer","6304400071","SCOTTSDALE","AZ","L10003275","State-licensed wholesale dealer - Sep 13 push"
"DANIL LLC","Wholesale Motor Vehicle Dealer","2077763631","PHOENIX","AZ","L10002629","State-licensed wholesale dealer - Sep 13 push"
"Dank Industries","Wholesale Motor Vehicle Dealer","5203559479","tucson","AZ","L10002866","State-licensed wholesale dealer - Sep 13 push"
"Dans Auto Sales","Wholesale Motor Vehicle Dealer","","Mack","CO","38587","State-licensed wholesale dealer - Sep 13 push"
"Darlington Auto Sales and Auto Body","Motor Vehicle Dealer (general)","","Pawtucket","RI","254","State-licensed dealer - Sep 13 push"
"DARYANI MOTORS","Wholesale Motor Vehicle Dealer","6195071060","SCOTTSDALE","AZ","L10002154","State-licensed wholesale dealer - Sep 13 push"
"DAVES BEST CAR BUYS","Wholesale Motor Vehicle Dealer","","PUEBLO WEST","CO","7407","State-licensed wholesale dealer - Sep 13 push"
"David AZ Group LLC","Wholesale Motor Vehicle Dealer","623-377-0615","Glendale","AZ","L10001580","State-licensed wholesale dealer - Sep 13 push"
"David Dubois Enterprises","Wholesale Motor Vehicle Dealer","5202729836","Tucson","AZ","L00007769","State-licensed wholesale dealer - Sep 13 push"
"DAVIES AUTOMOTIVE LLC","Wholesale Motor Vehicle Dealer","(989)254-7446","JACKSONVILLE BEACH","FL","1152433-1","State-licensed wholesale dealer - Sep 13 push"
"DAY 11, LLC","Wholesale Motor Vehicle Dealer","(850)398-2107","JACKSONVILLE","FL","1151566-1","State-licensed wholesale dealer - Sep 13 push"
"Dbs Marketing Group LLC","Wholesale Motor Vehicle Dealer","4802656255","San Tan Valley","AZ","L00015808","State-licensed wholesale dealer - Sep 13 push"
"DC CARS LLC","Wholesale Motor Vehicle Dealer","480-925-7808","Phoenix","AZ","L10001292","State-licensed wholesale dealer - Sep 13 push"
"DC HEAVY EQUIPMENT AND TRUCK PARTS LLC","Wholesale Motor Vehicle Dealer","(727)495-8431","TAMPA","FL","1150599-1","State-licensed wholesale dealer - Sep 13 push"
"DCA Automotive LLC","Wholesale Motor Vehicle Dealer","6232906083","Phoenix","AZ","L10002712","State-licensed wholesale dealer - Sep 13 push"
"DD AUTOMOTIVE LLC","Wholesale Motor Vehicle Dealer","480-851-3126","GLENDALE","AZ","L10001205","State-licensed wholesale dealer - Sep 13 push"
"DDB ELECTRONICS LLC","Wholesale Motor Vehicle Dealer","(786)979-4315","HOLLYWOOD","FL","1153473-1","State-licensed wholesale dealer - Sep 13 push"
"DDR Wholesale LLC","Motor Vehicle Dealer (wholesale name match)","(208) 415-1988","Dalton Gardens","ID","7067-0","State-licensed dealer - Sep 13 push"
"DE LA VEGA MOTORS AZ","Wholesale Motor Vehicle Dealer","4803215723","Phoenix","AZ","L10003616","State-licensed wholesale dealer - Sep 13 push"
"DEALER CLUB REMARKETING LLC","Wholesale Motor Vehicle Dealer","(941)217-6889","SARASOTA","FL","1148905-1","State-licensed wholesale dealer - Sep 13 push"
"DEALER DIRECT WHOLESALE LLC","Wholesale Motor Vehicle Dealer","(407)257-9037","ORLANDO","FL","1125544-1","State-licensed wholesale dealer - Sep 13 push"
"Dealer Network Group Auto Wholesale","Wholesale Motor Vehicle Dealer","6027393325","Phoenix","AZ","L00008616","State-licensed wholesale dealer - Sep 13 push"
"Dealer of America INC","Wholesale Motor Vehicle Dealer","8328831708","Glendale","AZ","L10003673","State-licensed wholesale dealer - Sep 13 push"
"Dealer Wholesale Inc","Wholesale Motor Vehicle Dealer","4807975805","Queen Creek","AZ","L00005772","State-licensed wholesale dealer - Sep 13 push"
"Dealerauctionservicesaz llc","Wholesale Motor Vehicle Dealer","4065990497","Scottsdale","AZ","L10003647","State-licensed wholesale dealer - Sep 13 push"
"Dealers Auction Xchange of Amarillo, LLC","Wholesale Motor Vehicle Auction License","(806) 374-8982","Amarillo","TX","P164901A","State-licensed wholesale dealer - Sep 13 push"
