Name,Category,Phone,City,State,License Number,Why Kept
RAFAY CORPORATION,Wholesale Motor Vehicle Dealer,(832)287-6749,ALTAMONTE SPRINGS,FL,1130855-1,State-licensed wholesale dealer - Sep 13 push
REDDS MOTORS LLC,Wholesale Motor Vehicle Dealer,(689)261-1919,ALTAMONTE SPRINGS,FL,1154292-1,State-licensed wholesale dealer - Sep 13 push
REEVES AUTO BROKERS INC,Wholesale Motor Vehicle Dealer,(407)509-4094,APOPKA,FL,1125675-1,State-licensed wholesale dealer - Sep 13 push
REVVED UP AUTOMOTIVE LLC,Wholesale Motor Vehicle Dealer,(407)797-2434,ORLANDO,FL,1154352-1,State-licensed wholesale dealer - Sep 13 push
RHP MOTORCAR GROUP LLC,Wholesale Motor Vehicle Dealer,(786)885-8776,BAY HARBOR ISLANDS,FL,1150937-1,State-licensed wholesale dealer - Sep 13 push
RM AUTO SERVICES AND REPAIR INC,Wholesale Motor Vehicle Dealer,(321)314-5996,ORLANDO,FL,1152708-1,State-licensed wholesale dealer - Sep 13 push
ROCK SOLID RIDES LLC,Wholesale Motor Vehicle Dealer,,BRADENTON,FL,1149766-1,State-licensed wholesale dealer - Sep 13 push
ROYAL AUTO &amp; TRUCK SALES LLC,Wholesale Motor Vehicle Dealer,(407)296-5544,ORLANDO,FL,1023596-1,State-licensed wholesale dealer - Sep 13 push
"RT MOTORS, LLC",Wholesale Motor Vehicle Dealer,(305)262-6533,MIAMI,FL,1134851-1,State-licensed wholesale dealer - Sep 13 push
RUBIOS AUTO WHOLESALE LLC,Wholesale Motor Vehicle Dealer,(201)957-5292,ORLANDO,FL,1148026-1,State-licensed wholesale dealer - Sep 13 push
RVP INVESTMENTS LLC,Wholesale Motor Vehicle Dealer,(407)747-5888,LONGWOOD,FL,1151035-1,State-licensed wholesale dealer - Sep 13 push
RYDER TRUCK RENTAL INC,Wholesale Motor Vehicle Dealer,(305)406-3879,MIAMI,FL,1043956-1,State-licensed wholesale dealer - Sep 13 push
RYDER VEHICLE PURCHASING LLC,Wholesale Motor Vehicle Dealer,(305)406-3879,MIAMI,FL,1055677-1,State-licensed wholesale dealer - Sep 13 push
SANTOS AUTO IMPORT LLC,Wholesale Motor Vehicle Dealer,(347)282-3821,DEERFIELD BEACH,FL,1152378-1,State-licensed wholesale dealer - Sep 13 push
SARASOTA AUTO GROUP LLC,Wholesale Motor Vehicle Dealer,(941)720-2969,SARASOTA,FL,1153354-1,State-licensed wholesale dealer - Sep 13 push
SARASOTA INTERNATIONAL TRADING INC,Wholesale Motor Vehicle Dealer,(941)567-6857,SARASOTA,FL,1149382-1,State-licensed wholesale dealer - Sep 13 push
SHAMROCK MOTORS INC,Wholesale Motor Vehicle Dealer,(908)906-5817,PORT SAINT LUCIE,FL,1153576-1,State-licensed wholesale dealer - Sep 13 push
SILVER RIVER INVESTMENTS USA LLC,Wholesale Motor Vehicle Dealer,(630)528-8742,ALTAMONTE SPRINGS,FL,1151624-1,State-licensed wholesale dealer - Sep 13 push
"SK UNITED PRO, LLC",Wholesale Motor Vehicle Dealer,(252)267-1515,PALM CITY,FL,1069660-1,State-licensed wholesale dealer - Sep 13 push
"SMART AUTO GROUP, LLC",Wholesale Motor Vehicle Dealer,(786)862-4340,MIAMI,FL,1138450-1,State-licensed wholesale dealer - Sep 13 push
SOUTH BANK FINANCIAL CORP,Wholesale Motor Vehicle Dealer,(305)803-6192,MIAMI,FL,1151010-1,State-licensed wholesale dealer - Sep 13 push
SOUTH FLORIDA LUXURY MOTORCARS LLC,Wholesale Motor Vehicle Dealer,(626)262-8789,NAPLES,FL,1148551-1,State-licensed wholesale dealer - Sep 13 push
SOUTHLINE AUTOMOTIVE CORP.,Wholesale Motor Vehicle Dealer,(305)813-4558,MIRAMAR,FL,1153772-1,State-licensed wholesale dealer - Sep 13 push
STATEWIDE AUTO REMARKETING LLC,Wholesale Motor Vehicle Dealer,(813)997-7383,TAMPA,FL,1122438-1,State-licensed wholesale dealer - Sep 13 push
STEGONCAT AUTO INC,Wholesale Motor Vehicle Dealer,(689)269-2765,ORLANDO,FL,1149078-1,State-licensed wholesale dealer - Sep 13 push
SUNSHINE AUTO TRADE LLC,Wholesale Motor Vehicle Dealer,(954)991-2951,FORT LAUDERDALE,FL,1147294-1,State-licensed wholesale dealer - Sep 13 push
TAM MOTORS INC,Wholesale Motor Vehicle Dealer,(407)369-4070,LONGWOOD,FL,1151672-1,State-licensed wholesale dealer - Sep 13 push
TAMPA BAY AUTO WHOLESALERS INC,Wholesale Motor Vehicle Dealer,(727)484-4257,HOLIDAY,FL,1133727-1,State-licensed wholesale dealer - Sep 13 push
TASNEEM LLC,Wholesale Motor Vehicle Dealer,(813)753-5020,ZEPHYRHILLS,FL,1148935-1,State-licensed wholesale dealer - Sep 13 push
TC CLASSICS LLC,Wholesale Motor Vehicle Dealer,(305)779-8040,MIAMI,FL,1109536-1,State-licensed wholesale dealer - Sep 13 push
THE BOSS WHOLESALE CORP,Wholesale Motor Vehicle Dealer,(407)978-2468,ORLANDO,FL,1153929-1,State-licensed wholesale dealer - Sep 13 push
TJC AUTO CORP,Wholesale Motor Vehicle Dealer,(786)676-1822,OPA-LOCKA,FL,1153688-1,State-licensed wholesale dealer - Sep 13 push
TLC SOLUTIONS OF FLORIDA INC.,Wholesale Motor Vehicle Dealer,(800)285-2603,WEST PALM BEACH,FL,1154454-1,State-licensed wholesale dealer - Sep 13 push
TOP CAR LLC,Wholesale Motor Vehicle Dealer,(407)669-0012,WINTER PARK,FL,1153285-1,State-licensed wholesale dealer - Sep 13 push
"TOTAL CAR LOGISTICS, LLC",Wholesale Motor Vehicle Dealer,(407)267-9082,TEMPLE TERRACE,FL,1127293-1,State-licensed wholesale dealer - Sep 13 push
TROPICAL CAPITAL INC.,Wholesale Motor Vehicle Dealer,(305)926-2098,FORT LAUDERDALE,FL,1153524-1,State-licensed wholesale dealer - Sep 13 push
UNIK 305 LLC,Wholesale Motor Vehicle Dealer,(786)461-2167,MIAMI,FL,1153690-1,State-licensed wholesale dealer - Sep 13 push
UNITED AUTO USA CORP,Wholesale Motor Vehicle Dealer,(450)434-1800,DORAL,FL,1065419-1,State-licensed wholesale dealer - Sep 13 push
UPFER LLC,Wholesale Motor Vehicle Dealer,(407)421-3682,ORLANDO,FL,1148509-1,State-licensed wholesale dealer - Sep 13 push
USG MOTORS CORPORATION,Wholesale Motor Vehicle Dealer,(407)429-8282,ALTAMONTE SPRINGS,FL,1152079-1,State-licensed wholesale dealer - Sep 13 push
VALUESHIELD LLC DBA VALUE GUARD,Wholesale Motor Vehicle Dealer,(561)433-6511,BOCA RATON,FL,1132828-1,State-licensed wholesale dealer - Sep 13 push
VELLSTON GROUP LLC,Wholesale Motor Vehicle Dealer,(305)942-5639,MIAMI,FL,1153287-1,State-licensed wholesale dealer - Sep 13 push
VETTE MASTERS LLC,Wholesale Motor Vehicle Dealer,(786)404-1572,MIAMI,FL,1151432-1,State-licensed wholesale dealer - Sep 13 push
VETTED VENTURES CORP,Wholesale Motor Vehicle Dealer,(386)338-2929,MELBOURNE,FL,1151516-1,State-licensed wholesale dealer - Sep 13 push
VG MOTORS LLC,Wholesale Motor Vehicle Dealer,(850)407-3017,PORT RICHEY,FL,1144412-1,State-licensed wholesale dealer - Sep 13 push
"W. GROOVE WHOLESALE, LLC",Wholesale Motor Vehicle Dealer,(303)913-2214,MIAMI,FL,1150653-1,State-licensed wholesale dealer - Sep 13 push
WA CAPITAL WHEELS LLC,Wholesale Motor Vehicle Dealer,(305)334-1615,ORLANDO,FL,1153986-1,State-licensed wholesale dealer - Sep 13 push
WANDENBERGH MOTORS INC,Wholesale Motor Vehicle Dealer,(305)492-1311,MIAMI SPRINGS,FL,1009336-1,State-licensed wholesale dealer - Sep 13 push
WARREN TRUCKS &amp; EQUIPMENT INC,Wholesale Motor Vehicle Dealer,(301)910-4030,MIAMI,FL,1144173-1,State-licensed wholesale dealer - Sep 13 push
WAYNE D SKINNER,Wholesale Motor Vehicle Dealer,(813)334-6507,TAMPA,FL,1007036-1,State-licensed wholesale dealer - Sep 13 push
WHITE HOUSE AUTO GALLERY INC,Wholesale Motor Vehicle Dealer,(813)310-8888,TAMPA,FL,1009909-1,State-licensed wholesale dealer - Sep 13 push
"WHOLESALE REMARKETING, LLC",Wholesale Motor Vehicle Dealer,(561)221-3403,CORAL SPRINGS,FL,1130504-1,State-licensed wholesale dealer - Sep 13 push
WINSA MOTORS LLC,Wholesale Motor Vehicle Dealer,(407)454-1897,ALTAMONTE SPRINGS,FL,1150210-1,State-licensed wholesale dealer - Sep 13 push
WINTER PARK WHOLESALE LLC,Wholesale Motor Vehicle Dealer,(205)240-8309,WINTER PARK,FL,1136437-1,State-licensed wholesale dealer - Sep 13 push
WLB GLOBAL IMPORTS INC,Wholesale Motor Vehicle Dealer,(850)321-8195,TALLAHASSEE,FL,1142558-1,State-licensed wholesale dealer - Sep 13 push
WONTECH LLC,Wholesale Motor Vehicle Dealer,(941)301-3299,VENICE,FL,1152765-1,State-licensed wholesale dealer - Sep 13 push
WOODALL AUTO WHOLESALE INC,Wholesale Motor Vehicle Dealer,(407)810-4647,OCOEE,FL,1150477-1,State-licensed wholesale dealer - Sep 13 push
WORLD AUTO SALE LLC,Wholesale Motor Vehicle Dealer,,MIAMI,FL,1147027-1,State-licensed wholesale dealer - Sep 13 push
WORLD OMNI FINANCIAL CORP,Wholesale Motor Vehicle Dealer,(954)420-4604,DEERFIELD BEACH,FL,1013924-1,State-licensed wholesale dealer - Sep 13 push
ZS AUTO EMPIRE LLC,Wholesale Motor Vehicle Dealer,(281)409-9856,CASSELBERRY,FL,1153661-1,State-licensed wholesale dealer - Sep 13 push
